	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YOL136C	gene-YOL136C	1160.10683769909	5.70772944357613	0.416257705514023	13.7120090942889	8.60418957772547e-43	3.34702974573521e-40
gene-YER127W	gene-YER127W	730.487883487112	5.98078232867321	0.441189401020023	13.5560426312276	7.29679103115544e-42	2.6610484791745e-39
gene-YLR180W	gene-YLR180W	1930.16806024549	6.7809099859164	0.503764764142289	13.46046898985	2.67214760397863e-41	9.17175368777373e-39
gene-YNL141W	gene-YNL141W	2900.03873544176	6.47372073450878	0.482039067798256	13.4298673426573	4.04134804175605e-41	1.2469450207492e-38
gene-YCR072C	gene-YCR072C	700.851376564627	5.89538734013019	0.438987179175193	13.4295205413674	4.06031797673263e-41	1.2469450207492e-38
gene-YML043C	gene-YML043C	522.046219097792	6.41438080080127	0.481931793935901	13.3097273961021	2.03221858880141e-40	5.92899773282811e-38
gene-YMR300C	gene-YMR300C	1596.10995408542	5.82243029582589	0.439450777345303	13.2493343873433	4.55222708584979e-40	1.26486881171112e-37
gene-YEL026W	gene-YEL026W	2037.88326458632	5.36836752985479	0.409534797232414	13.1084527276646	2.945463621603e-39	7.81217283275158e-37
gene-YOR359W	gene-YOR359W	477.811907800273	6.35745295534765	0.486234060481332	13.0748819797903	4.58274651635567e-39	1.16262286621458e-36
gene-YHR066W	gene-YHR066W	1305.13815259585	5.58336439816239	0.427921300660109	13.047643081916	6.55438703215368e-39	1.59353534719236e-36
gene-YGR079W	gene-YGR079W	1513.92730893313	5.32872467887297	0.409145220210696	13.0240423586737	8.93145807645206e-39	2.08460231504391e-36
gene-YIR012W	gene-YIR012W	1538.93193686303	5.33246884168444	0.41443368745891	12.8668807653652	6.91382903147441e-38	1.55162278456358e-35
gene-YOL041C	gene-YOL041C	1900.88300504972	5.690241792104	0.443585686339729	12.8278300390108	1.14527056721419e-37	2.4670774423661e-35
gene-YJL148W	gene-YJL148W	1277.56871772239	5.22692261658757	0.407548997085481	12.8252618800857	1.18385892692804e-37	2.4670774423661e-35
gene-YLR327C	gene-YLR327C	14468.968877869	-5.02459849204113	0.392468621372272	-12.8025483272333	1.58657927666822e-37	3.19230692391691e-35
gene-YOL151W	gene-YOL151W	10479.6739929769	5.98060726541399	0.469906810967927	12.7272197929946	4.17440255504209e-37	8.11921296955686e-35
gene-YBL028C	gene-YBL028C	857.832282759993	5.39212459083641	0.424001431155155	12.7172320530759	4.7436798749665e-37	8.92882970013855e-35
gene-YOL080C	gene-YOL080C	382.913163790987	6.25247742204562	0.492154782699203	12.7042906862637	5.59746444176289e-37	1.0206626568027e-34
gene-YDL063C	gene-YDL063C	1078.5026424828	5.56321923036776	0.438900868347522	12.6753434125421	8.10031522247739e-37	1.43228300979259e-34
gene-YML018C	gene-YML018C	801.912839045712	5.83754955296046	0.461155852201278	12.6585177767897	1.00376636801063e-36	1.72264022274765e-34
gene-YHR196W	gene-YHR196W	1195.62442693305	5.15867766753427	0.407960464136408	12.6450431378306	1.19159124678444e-36	1.98655283571063e-34
gene-YNR060W	gene-YNR060W	1989.90760530317	6.43215977260892	0.510992305899065	12.5875863459272	2.47114408409236e-36	4.00531270296637e-34
gene-YPL212C	gene-YPL212C	1384.97818866193	5.22792797038576	0.418511559633394	12.4917170148545	8.28461595835744e-36	1.30650632748691e-33
gene-YBL039C	gene-YBL039C	2043.8353763149	6.18538273626884	0.496262238305337	12.4639399471356	1.17422820619738e-35	1.80305831135834e-33
gene-YLR264C-A	gene-YLR264C-A	400.132908228199	6.38317911828048	0.513868624277616	12.4218113671637	1.99004080309993e-35	2.90297202152202e-33
gene-YJR063W	gene-YJR063W	779.581066087805	5.2835851090791	0.425298668255335	12.4232345489194	1.95494587723393e-35	2.90297202152202e-33
gene-YDR037W	gene-YDR037W	4852.3922013183	5.21399430530167	0.423508666042315	12.3114229374015	7.86246270014089e-35	1.1189626793981e-32
gene-YNL182C	gene-YNL182C	617.511389265374	5.51299690865209	0.453011246827505	12.169668959127	4.50907492283726e-34	6.26439337494177e-32
gene-YDR449C	gene-YDR449C	839.494980872787	5.17993992180559	0.426970208488921	12.1318532741143	7.16102252429258e-34	9.71734103005749e-32
gene-YMR093W	gene-YMR093W	864.078870570065	5.18788883873975	0.429574485179096	12.0768086041629	1.40050664130473e-33	1.85726278454843e-31
gene-YLR224W	gene-YLR224W	721.338137144479	5.09760133618589	0.42216975545967	12.0747667739378	1.43570728231546e-33	1.86163377606905e-31
gene-YJL069C	gene-YJL069C	727.708580594622	5.18292456395859	0.43060088473733	12.0364930674033	2.28462923947413e-33	2.89800252441991e-31
gene-YKR097W	gene-YKR097W	21604.6714731187	-4.70659868998921	0.392531487039447	-11.9903723532788	3.99107054133142e-33	4.95487161886571e-31
gene-YBR105C	gene-YBR105C	2414.35362349304	4.91993164781812	0.414938809324361	11.8570052674253	1.9792839105397e-32	2.40606700374982e-30
gene-YNL248C	gene-YNL248C	1314.80415673271	5.28865107509984	0.448380593520215	11.7950044036895	4.14178963296153e-32	4.93211071598583e-30
gene-YER049W	gene-YER049W	1369.78750896698	5.21619460218358	0.443023943291898	11.7740692826319	5.30999270130209e-32	6.19676148241954e-30
gene-YKL078W	gene-YKL078W	494.86900717865	6.07800182231431	0.517031619333817	11.7555708297796	6.61124404716099e-32	7.56404098336948e-30
gene-YGR128C	gene-YGR128C	840.795077042972	4.91047881597764	0.422040802455891	11.6350807490725	2.73331342479608e-31	3.06709304493945e-29
gene-YJL025W	gene-YJL025W	239.318216732674	6.30584151020949	0.544464719452811	11.581726574583	5.10082217746195e-31	5.61571649160198e-29
gene-YPL068C	gene-YPL068C	278.475002284421	6.29144580805507	0.544344454328266	11.5578394489549	6.73828510715104e-31	7.28109140744932e-29
gene-YNL075W	gene-YNL075W	802.461351007371	4.9559400718935	0.42903757470232	11.5512961197678	7.27154592961502e-31	7.71444918169157e-29
gene-YLR413W	gene-YLR413W	655.596865875686	5.39443337239645	0.469399595343477	11.4921985998926	1.44389629943627e-30	1.50448837628761e-28
gene-YKR092C	gene-YKR092C	2179.23060711307	5.46374658736913	0.475573340137661	11.488757098511	1.50258183728877e-30	1.53816930185614e-28
gene-YKL029C	gene-YKL029C	5046.80366612945	5.54817600991322	0.485446823037346	11.429008794824	2.99508099647235e-30	3.01315476110623e-28
gene-YIL053W	gene-YIL053W	34459.92497423	5.21771565458704	0.456638464678369	11.4263603664271	3.08781899342919e-30	3.05380064858632e-28
gene-YGL035C	gene-YGL035C	649.707579976841	5.33175965233253	0.46698053800966	11.4175200428208	3.41849776568834e-30	3.32448907713191e-28
gene-YOR226C	gene-YOR226C	580.274881366562	6.33566551277457	0.556747737480352	11.379777745389	5.27339524352924e-30	5.04430512229395e-28
gene-YGL120C	gene-YGL120C	1322.86960471593	5.13953125406741	0.452405901242154	11.3604425582336	6.58104011521688e-30	6.19360791488557e-28
gene-YHR085W	gene-YHR085W	377.845628353679	5.59715896874138	0.493395805465302	11.3441559631074	7.92875727932109e-30	7.34353948013311e-28
gene-YOR004W	gene-YOR004W	599.809179501182	4.87273947914872	0.430658638132578	11.3146214836834	1.11080678728923e-29	1.01274337559885e-27
gene-YLR435W	gene-YLR435W	394.231884290679	5.34573606067343	0.476277772410136	11.2239881227757	3.10925190880752e-29	2.79115152121414e-27
gene-YPL081W	gene-YPL081W	1678.55603562557	4.75764379753965	0.424054104262052	11.2194263649894	3.2738712781709e-29	2.89439983456473e-27
gene-YER073W	gene-YER073W	875.209023668787	6.17804523655285	0.551403131037071	11.2042258899279	3.88737156783422e-29	3.38549449228547e-27
gene-YNL110C	gene-YNL110C	1231.01267856812	4.6494316846161	0.415219053269357	11.1975393422035	4.19216071201598e-29	3.59724378744312e-27
gene-YGR208W	gene-YGR208W	416.085106383402	6.12414729256279	0.547258928621565	11.1905845154291	4.53434571829207e-29	3.83447931394699e-27
gene-YMR081C	gene-YMR081C	2810.19756806836	-4.79308384587768	0.428626871961923	-11.1824156612921	4.97179379106938e-29	4.14434525298426e-27
gene-YNL299W	gene-YNL299W	234.862308717134	5.85090023024406	0.524734616437125	11.150208213765	7.14390063381789e-29	5.87107890117287e-27
gene-YPR137W	gene-YPR137W	907.11794404037	4.62117749024331	0.415864262845168	11.1122255579913	1.09398425126249e-28	8.86583070293974e-27
gene-YFL034C-A	gene-YFL034C-A	1134.51716154131	5.38501778347279	0.485266311013169	11.0970361248231	1.29673020325378e-28	1.03649599123093e-26
gene-YNR053C	gene-YNR053C	1314.69114721401	4.53963072905409	0.409227403730774	11.093173838477	1.35396998783296e-28	1.06762363229802e-26
gene-YIL079C	gene-YIL079C	350.877016914505	5.18515874408908	0.468361479918442	11.0708479804786	1.73748639370541e-28	1.35176441430281e-26
gene-YKR081C	gene-YKR081C	1338.00857922451	4.54110774951439	0.410703613204057	11.056897488891	2.02998220873873e-28	1.55854555105138e-26
gene-YNL113W	gene-YNL113W	1030.34016067223	4.60193087548804	0.416479836003921	11.0495886659077	2.20221584854329e-28	1.66882200990261e-26
gene-YHR052W	gene-YHR052W	1667.42285468213	4.50763082524773	0.408098617468706	11.0454449789783	2.30622197783644e-28	1.72523144111226e-26
gene-YDR342C	gene-YDR342C	2152.96025247538	-4.5060871211683	0.40950207911916	-11.0038198850196	3.66280032268341e-28	2.70537213707059e-26
gene-YHR208W	gene-YHR208W	5095.8156466792	4.82318214568615	0.440043968830637	10.9606823120498	5.90524524437251e-28	4.3071382501142e-26
gene-YHR022C	gene-YHR022C	392.436584329078	6.18989577405169	0.565448726199007	10.9468736726328	6.87807070385873e-28	4.95475834037231e-26
gene-YPL030W	gene-YPL030W	463.0006556787	5.04548192844205	0.463105523878745	10.8948860859693	1.21919036884537e-27	8.67558024660091e-26
gene-YOR108W	gene-YOR108W	894.073063597602	5.26003502899976	0.483694230203361	10.8747111306006	1.52136930360471e-27	1.06954095018475e-25
gene-YLR022C	gene-YLR022C	658.74001106093	4.57414850252782	0.420962724347726	10.8659228904777	1.6752075481588e-27	1.16367095756031e-25
gene-YPL093W	gene-YPL093W	3490.40024689843	4.59343825464968	0.423292697716196	10.8516831956535	1.95786208452288e-27	1.344014736846e-25
gene-YLL011W	gene-YLL011W	915.97477780688	4.54001778619854	0.420272445121843	10.8025587660936	3.34742742676081e-27	2.27119058548248e-25
gene-YLR186W	gene-YLR186W	1341.55281416869	5.31518601791624	0.492164469532456	10.7996134360644	3.45655726597491e-27	2.31827720080041e-25
gene-YAL012W	gene-YAL012W	1373.45323999307	4.74704275890221	0.442585423569383	10.7257096734412	7.70929874420709e-27	5.11179070141459e-25
gene-YLL034C	gene-YLL034C	583.527940179341	4.5709479158555	0.42663055647202	10.7140659442083	8.74353657539761e-27	5.73241976600506e-25
gene-YOR233W	gene-YOR233W	298.186070385884	5.19467284430487	0.486000316608557	10.6886202884696	1.15069985795019e-26	7.46037074571037e-25
gene-YNL124W	gene-YNL124W	792.48736884656	5.08560110171227	0.476634790965092	10.6698067327711	1.40919185173937e-26	9.03586203835081e-25
gene-YGR264C	gene-YGR264C	1301.7150108913	4.40764468802545	0.413345108191166	10.6633527303944	1.51051913097822e-26	9.58030340136728e-25
gene-YKL023C-A	gene-YKL023C-A	403.606065031798	4.66248518022572	0.437610840472532	10.6544096923906	1.66296313137559e-26	1.04337525500823e-24
gene-YOR375C	gene-YOR375C	6562.37408024931	4.65805129088987	0.437270163217578	10.6525706135868	1.69615402317969e-26	1.05287858779292e-24
gene-YDR101C	gene-YDR101C	1446.90935058628	4.59437834056973	0.431615875054794	10.6445999929601	1.84776175021602e-26	1.13491471710637e-24
gene-YCR021C	gene-YCR021C	60747.968159894	-4.4504194103902	0.418476377391194	-10.6348163261553	2.05232720786589e-26	1.24743013103099e-24
gene-YNL117W	gene-YNL117W	7955.06979110181	-4.79027532993967	0.451064228796168	-10.6199406295735	2.40714169856045e-26	1.44800740320621e-24
gene-YAL025C	gene-YAL025C	1353.87625367495	4.50093673131136	0.425167766727258	10.5862604918465	3.45104198977919e-26	2.05477857248588e-24
gene-YOR145C	gene-YOR145C	2258.44008778288	4.18886793333401	0.395737299118794	10.5849712490118	3.49888151448415e-26	2.06221955929444e-24
gene-YCL054W	gene-YCL054W	963.796916331383	4.40145184825567	0.416176952101196	10.5759144662711	3.85399188208827e-26	2.2488042631985e-24
gene-YNR001C	gene-YNR001C	5100.10416429442	-4.34656887500773	0.412078967697144	-10.5479027461606	5.19435931700116e-26	3.00089966482196e-24
gene-YKR024C	gene-YKR024C	641.97748894203	4.83602803417248	0.45872192908466	10.5423955724601	5.50777377992377e-26	3.15077058880933e-24
gene-YPR060C	gene-YPR060C	422.523304044173	5.11245116910371	0.485526649368037	10.5297024906009	6.30333830644295e-26	3.57087174932958e-24
gene-YCL036W	gene-YCL036W	482.386207437251	4.82242585960816	0.460167799940543	10.4797116622051	1.07069676577821e-25	6.00722656568833e-24
gene-YER056C	gene-YER056C	4202.09994229319	4.24986427002215	0.405821563239714	10.4722485323231	1.15857777355729e-25	6.43838219876838e-24
gene-YGR187C	gene-YGR187C	803.172971565338	4.54969341365199	0.435249688105221	10.4530653047869	1.41864495007288e-25	7.80923894686345e-24
gene-YJR124C	gene-YJR124C	302.904532765865	5.29263246855025	0.507555649172649	10.427689017308	1.85341165821794e-25	1.01071560987866e-23
gene-YDL167C	gene-YDL167C	521.155502340816	4.49053803738584	0.431200040880799	10.4140482644973	2.13926538179025e-25	1.15579754655056e-23
gene-YML080W	gene-YML080W	288.656135358033	5.03154140735185	0.484377610587259	10.3876424041392	2.82243411760654e-25	1.51090853910405e-23
gene-YOR078W	gene-YOR078W	904.796485366467	4.23832327495932	0.40826710892551	10.3812508583262	3.01794734773969e-25	1.60088388855101e-23
gene-YHR169W	gene-YHR169W	483.154405126017	4.45572716219618	0.429558408239644	10.372808625621	3.29689564197244e-25	1.73309784422606e-23
gene-YLR363W-A	gene-YLR363W-A	425.76425103568	4.66096647878415	0.449530281681651	10.3685261454421	3.44801631909161e-25	1.79635493052675e-23
gene-YBL081W	gene-YBL081W	355.653475451285	4.7214331357215	0.455445682456113	10.366621789584	3.51740341388692e-25	1.81628751504692e-23
gene-YDR321W	gene-YDR321W	470.206268529592	4.75696607456415	0.459240603744654	10.3583307655634	3.83597806620356e-25	1.96341508914893e-23
gene-YBR195C	gene-YBR195C	207.200386031454	5.21708318962022	0.504404924849575	10.3430457011816	4.50003751247194e-25	2.28327990306729e-23
gene-YBR169C	gene-YBR169C	4153.53877442799	-4.1412744878958	0.401869706705601	-10.3050178174529	6.68792838612197e-25	3.36414328732946e-23
gene-YKL068W-A	gene-YKL068W-A	235.091452102331	5.10751240318135	0.49591797209465	10.299107293104	7.11181970587457e-25	3.54679213536565e-23
gene-YPL211W	gene-YPL211W	929.185688526423	4.82188145250431	0.468353305012525	10.2953932445835	7.39169309452005e-25	3.65512959377326e-23
gene-YPR010C	gene-YPR010C	2469.03635781889	4.49305162442814	0.438573918532208	10.2446849540556	1.25031545286275e-24	6.13074846004549e-23
gene-YLL012W	gene-YLL012W	332.176970700761	4.61322039361119	0.451091231300472	10.226801306493	1.50405322996236e-24	7.31345883069198e-23
gene-YCL040W	gene-YCL040W	5515.91984678777	-4.02795079270623	0.395352458364317	-10.1882528045253	2.23749231907703e-24	1.07898906461277e-22
gene-YBR034C	gene-YBR034C	963.222446483396	4.48684558475446	0.440480208999651	10.1862592077503	2.28383743276127e-24	1.09231077214443e-22
gene-YJR073C	gene-YJR073C	5523.23698464918	-4.0083759904114	0.39478565373303	-10.1532969916937	3.2035413995986e-24	1.51972878590714e-22
gene-YDR528W	gene-YDR528W	159.95042672154	5.93473385411007	0.585143156427411	10.142362238917	3.58327956599997e-24	1.66274005726357e-22
gene-YJR097W	gene-YJR097W	267.061355269205	4.82525887272422	0.475798395919591	10.1413937375688	3.61898864220178e-24	1.66274005726357e-22
gene-YDL060W	gene-YDL060W	1255.76888037272	4.12182035883398	0.406412402060132	10.1419650038734	3.59788338344271e-24	1.66274005726357e-22
gene-YPL231W	gene-YPL231W	4929.44414628795	-4.09990250298413	0.404213997484647	-10.1429008606755	3.56357159777993e-24	1.66274005726357e-22
gene-YDR343C	gene-YDR343C	1003.17870425436	-4.29007431170958	0.42337824868826	-10.1329587077309	3.94527484227959e-24	1.7984905238048e-22
gene-YNL175C	gene-YNL175C	920.150311221623	4.5837827254609	0.453438304748027	10.1089446512643	5.04245072463292e-24	2.28082945567698e-22
gene-YDL014W	gene-YDL014W	4114.24128629128	4.68398063157685	0.463755290875145	10.1001125458597	5.51788268741754e-24	2.47668042162164e-22
gene-YBR187W	gene-YBR187W	833.195108244406	5.04033382251509	0.499146443757882	10.0979059062674	5.64343826456351e-24	2.51369941020825e-22
gene-YEL011W	gene-YEL011W	3246.13913030775	-4.4258312229111	0.43854499396652	-10.0920801372755	5.98867919653728e-24	2.64726841756023e-22
gene-YGL029W	gene-YGL029W	806.842166159679	5.1396637342642	0.510147764147293	10.0748530043155	7.13674290306368e-24	3.13104472476516e-22
gene-YLR002C	gene-YLR002C	494.546888351135	4.4524053373446	0.442027704108063	10.0726838973335	7.29594600075208e-24	3.17700335182003e-22
gene-YPL126W	gene-YPL126W	1224.12543776215	4.46216988520717	0.443727646279485	10.0561006793718	8.63510213277024e-24	3.7322830329418e-22
gene-YOL077C	gene-YOL077C	1625.93506898582	4.53058493623235	0.450780682023179	10.0505303729928	9.13743037392347e-24	3.92036075234143e-22
gene-YGL157W	gene-YGL157W	238.176130534018	5.40468858549097	0.538222700127067	10.0417328816027	9.990344928783e-24	4.25501187295247e-22
gene-YNR054C	gene-YNR054C	550.114812559295	4.25658305492824	0.424225763743124	10.0337683816527	1.08302507895767e-23	4.57931256211448e-22
gene-YDL039C	gene-YDL039C	374.051939308687	4.57907442773508	0.457215309899468	10.0151380073907	1.30779257739296e-23	5.48990625114237e-22
gene-YLR333C	gene-YLR333C	2602.63000116777	3.98621243652674	0.398078771385969	10.0136272593692	1.32792537830347e-23	5.53460327314341e-22
gene-YDR496C	gene-YDR496C	1260.35969167906	4.41825695609462	0.441682908512021	10.0032327965309	1.4750161103373e-23	6.10405603107668e-22
gene-YPR110C	gene-YPR110C	1393.23109263718	4.06092071601611	0.406044164959996	10.0011798381986	1.50592053645005e-23	6.18806079590566e-22
gene-YIL104C	gene-YIL104C	296.914838053017	4.63802363731907	0.464750298067321	9.97960336250766	1.87213646212596e-23	7.63910227727622e-22
gene-YMR186W	gene-YMR186W	8245.67643201388	-3.87617006154107	0.389257157998499	-9.95786456817326	2.33013777706563e-23	9.44191245081804e-22
gene-YDR222W	gene-YDR222W	940.479689503008	4.20705191469468	0.423090850313908	9.94361355622154	2.68892124453876e-23	1.07464763437559e-21
gene-YLR051C	gene-YLR051C	634.92443185967	4.16705762448205	0.419047886066428	9.94410844927038	2.67559057499331e-23	1.07464763437559e-21
gene-YLR174W	gene-YLR174W	1447.83575186715	-4.434608828324	0.447484552150911	-9.91008249783886	3.76335298741688e-23	1.49382072663792e-21
gene-YOR047C	gene-YOR047C	204.979283264732	5.16235455253256	0.521180272242546	9.90512271372028	3.95484247075336e-23	1.5592233660031e-21
gene-YDR299W	gene-YDR299W	997.736435092019	3.99762148071367	0.403674219908973	9.90308839047269	4.03614623708353e-23	1.58059820760956e-21
gene-YHR021W-A	gene-YHR021W-A	164.670450504149	6.13738294382376	0.620652538184538	9.8885971880114	4.66519150002225e-23	1.81475949350865e-21
gene-YBR267W	gene-YBR267W	568.636717285733	4.19823314482866	0.42606042111581	9.85360980922353	6.61254148729063e-23	2.52695871490465e-21
gene-YNR034W-A	gene-YNR034W-A	8239.56599479176	-3.87002267859315	0.392785979273346	-9.85275158179701	6.66926550291888e-23	2.52695871490465e-21
gene-YDR171W	gene-YDR171W	8886.98873254432	-4.09525285531101	0.415599972735524	-9.85383331080515	6.59784784494554e-23	2.52695871490465e-21
gene-YGR008C	gene-YGR008C	3072.42285068274	-4.67196390434827	0.474158044902332	-9.85317860695711	6.6409815786509e-23	2.52695871490465e-21
gene-YJR070C	gene-YJR070C	2607.94219349504	4.33450638112196	0.440222349162079	9.84617520980541	7.1202159353898e-23	2.68041677309674e-21
gene-YKL024C	gene-YKL024C	914.191141745966	4.26472947936722	0.43317546936064	9.84527006033352	7.18460132714776e-23	2.68731722717354e-21
gene-YNL077W	gene-YNL077W	2129.87565944185	-3.96104916973863	0.402495277555472	-9.84123141467845	7.47897436935761e-23	2.77960607931221e-21
gene-YFR015C	gene-YFR015C	887.415286465354	-4.21037104723109	0.427870264832268	-9.84029831771934	7.54866713541553e-23	2.78775143893352e-21
gene-YNL123W	gene-YNL123W	619.931828052791	4.33440104565163	0.440830112869009	9.83236153592708	8.16805505140528e-23	2.99752208961949e-21
gene-YNL015W	gene-YNL015W	3241.5216501208	-4.02682983858872	0.410478032879093	-9.81009826602544	1.01869310453908e-22	3.71504641561595e-21
gene-YPL240C	gene-YPL240C	10674.622287891	-4.10223979389805	0.418770532186652	-9.79591322359242	1.17233201446104e-22	4.24879335675787e-21
gene-YGR090W	gene-YGR090W	655.444637807159	4.07887007262011	0.416467953077014	9.79395903690538	1.19522162208954e-22	4.30501121289658e-21
gene-YCL064C	gene-YCL064C	1444.65741670536	-4.00993510480271	0.412329454046979	-9.72507558081416	2.35730269565053e-22	8.43856517123977e-21
gene-YIL118W	gene-YIL118W	640.006956522091	4.69087559641858	0.482699521560688	9.71800340976475	2.52687475876932e-22	8.94084489146219e-21
gene-YBR155W	gene-YBR155W	458.5264521446	4.17667973492035	0.429790311784132	9.71794761399402	2.5282594808762e-22	8.94084489146219e-21
gene-YNL194C	gene-YNL194C	2110.27834395487	-4.4538297445395	0.458826225977782	-9.70700777848555	2.81479007748933e-22	9.89415668804233e-21
gene-YLR304C	gene-YLR304C	5989.87745815987	-3.98698784016218	0.410880239713404	-9.70352782831116	2.91250302997704e-22	1.01763204670156e-20
gene-YOL010W	gene-YOL010W	666.284164176654	4.16673230548762	0.429563801193081	9.69991487624154	3.0175027757755e-22	1.0480433748006e-20
gene-YGR081C	gene-YGR081C	441.847884744586	4.18108728055848	0.431366257133856	9.69266188862116	3.23972854494668e-22	1.11856899761916e-20
gene-YCR057C	gene-YCR057C	1013.38057678639	4.19162072808452	0.432561107801193	9.69023948868515	3.31749840441705e-22	1.13868254057491e-20
gene-YNR016C	gene-YNR016C	3125.78292774461	-3.8544274287332	0.397991197070301	-9.68470523244351	3.502173121917e-22	1.19503977581203e-20
gene-YOL016C	gene-YOL016C	1512.06746757683	-4.04890155206598	0.418320908208239	-9.67893660732456	3.70549999236183e-22	1.25706932880414e-20
gene-YMR229C	gene-YMR229C	1929.49850631123	4.04319735016234	0.418872937835945	9.65256282979516	4.79423236624588e-22	1.61701421138987e-20
gene-YIL155C	gene-YIL155C	6252.85666242123	-4.5480287119268	0.471203053164805	-9.65195085511492	4.82293493681433e-22	1.61734628484549e-20
gene-YIL169C	gene-YIL169C	2961.50260720369	-4.0987125194775	0.424750446531526	-9.64969561055724	4.93018510242306e-22	1.64386457557935e-20
gene-YDR324C	gene-YDR324C	839.915254422578	4.12863224991839	0.4279459087248	9.64755630500348	5.03410164350798e-22	1.66897631192438e-20
gene-YBR021W	gene-YBR021W	789.624737282757	4.51919914171575	0.469768347804565	9.620058828646	6.57935239462474e-22	2.16895600127883e-20
gene-YBR247C	gene-YBR247C	890.12585846214	3.91497960556647	0.408807174433349	9.57659221855158	1.00299758887665e-21	3.28791625342431e-20
gene-YPL012W	gene-YPL012W	1253.08088161708	4.26886790191628	0.446888759133246	9.55241727313946	1.26704775798478e-21	4.1302925518666e-20
gene-YGL009C	gene-YGL009C	5117.10190169344	4.95815674402902	0.519593294284742	9.54238016265065	1.39591105550298e-21	4.52507833825549e-20
gene-YBR214W	gene-YBR214W	1586.18263219075	-4.23639248329717	0.444295820557206	-9.53507165109986	1.49782100127515e-21	4.82861079692846e-20
gene-YDL130W-A	gene-YDL130W-A	1483.14616984187	-4.26441995590208	0.447609445945822	-9.52710000766659	1.61738186968672e-21	5.18539736792418e-20
gene-YPL226W	gene-YPL226W	2309.45111400416	4.22406223050254	0.443434769738905	9.5257803825119	1.63806500067302e-21	5.19462460811253e-20
gene-YHR170W	gene-YHR170W	1724.50560215877	3.86786538023457	0.406029892518184	9.52606064604308	1.63365052027878e-21	5.19462460811253e-20
gene-YPL004C	gene-YPL004C	3291.3309848582	-3.97723049617851	0.417973541566508	-9.515507802892	1.80827550309093e-21	5.7033986813706e-20
gene-YPL245W	gene-YPL245W	403.884045736488	4.99534770817808	0.52523190095003	9.51074696556432	1.89298327619996e-21	5.93847172936923e-20
gene-YLL008W	gene-YLL008W	1387.25277147593	4.13216127673831	0.434501057019352	9.51012940010931	1.90425513886511e-21	5.9418870242128e-20
gene-YER126C	gene-YER126C	1729.82427667971	3.76941320818327	0.396716511316323	9.50152842309535	2.06831890686351e-21	6.41948979869605e-20
gene-YDR399W	gene-YDR399W	2786.12830293901	4.42814398528918	0.466156026903475	9.49927434104825	2.11357983296002e-21	6.5252583731861e-20
gene-YGL225W	gene-YGL225W	414.440862288686	4.55574606902975	0.480997650386476	9.47145181555307	2.7598083205686e-21	8.47551660553566e-20
gene-YNL055C	gene-YNL055C	7640.69790975012	-3.83803311969364	0.4055490970757	-9.46379401993154	2.96967961773146e-21	9.07229349186547e-20
gene-YOR306C	gene-YOR306C	593.391899799588	4.29568219911963	0.454685412853497	9.44759184632944	3.4671536745291e-21	1.05368967139986e-19
gene-YGR157W	gene-YGR157W	2078.64254606809	-3.87417179831681	0.410411630117981	-9.43972225446705	3.73768830048067e-21	1.13002130742512e-19
gene-YDR216W	gene-YDR216W	2157.13752972582	-3.89275858420425	0.412738321049469	-9.43154145296259	4.04105944568287e-21	1.2154423642041e-19
