id	alignment.R1_0m.bam	alignment.R2_0m.bam	alignment.R1_30m.bam	alignment.R2_30m.bam
gene-YAL017W	1589.34087759126	921.688733791917	82.6475145936368	77.9999890725208
gene-YAL016W	2632.05094444184	2148.28496149523	451.382579703709	526.28564055525
gene-YAL015C	156.372808991167	246.498149735048	108.077519083987	181.714260256862
gene-YAL014C	184.681679584396	248.641611906657	136.68627413563	171.428547412134
gene-YAL013W	306.679431426642	374.03414894579	499.063838123114	458.571364327457
gene-YAL012W	71.4461972114815	125.392537039133	2717.83172990613	2579.14249581555
gene-YAL011W	100.42908853312	108.24483966626	247.94254378091	218.57139795047
gene-YAL010C	124.019814027477	127.535999210742	60.3962606645807	88.2857019172488
gene-YAL009W	75.4903215819428	48.7637644041072	101.720017961399	120.857125925554
gene-YAL008W	949.695206329976	524.612366501329	127.150022451749	89.1428446543095
gene-YAL007C	79.534445952404	272.755561337259	184.367532555036	228.857110795198
gene-YNCA0002W	0	0	0	0
gene-YAL005C	10150.0781491293	22451.1586509767	934.552665020354	1358.57123824116
gene-YAL003W	3126.78215909493	6382.15861596612	8617.59277166728	8446.28453099582
gene-YNCA0003W	12.1323731113837	48.7637644041072	73.1112629097556	44.5714223271547
gene-YAL002W	277.696540105004	166.654183842608	340.126310058428	327.428525557175
gene-YAL001C	461.030178232579	372.426552317083	85.8262651549305	96.8571292878555
gene-YAR002W	191.421886868498	231.493914533784	886.871406600948	885.42844738367
gene-YAR002C-A	457.660074590528	861.13592744396	327.411307813253	357.428521354298
gene-YAR003W	59.3138241000979	88.4178145788757	130.328773013043	150.857121722678
gene-YAR007C	162.438995546859	456.021577009838	22.2512539290561	43.7142795900941
gene-YAR008W	41.7892851614326	83.5950246927553	44.5025078581121	35.1428522194874
gene-YAR009C	0	0	0	0
gene-YAR010C	0	0	0	0
gene-YNCA0004W	0	1.07173108580455	0	0.857142737060668
gene-YAR014C	319.485825266436	250.785074078266	886.871406600948	629.14276900253
gene-YAR015W	595.83432391462	884.178145788758	2110.69037269903	1027.71414173574
gene-YAR018C	132.1080627684	169.869377100022	60.3962606645807	87.4285591801881
gene-YAR019C	213.664570906034	236.852569962807	136.68627413563	91.7142728654915
gene-YAR020C	8.76226946933264	3.75105880031594	0	11.1428555817887
gene-YAR023C	109.865378730863	110.924167380771	34.9662561742309	29.1428530600627
gene-YNCA0005W	0	0	0	0
gene-YNCA0006C	0	0	0	0
gene-YAR027W	537.194520542932	356.350586030014	63.5750112258744	82.2857027578241
gene-YAR028W	179.963534485524	158.080335156172	44.5025078581121	46.2857078012761
gene-YAR029W	47.8554717171244	33.2236636599412	22.2512539290561	24.8571393747594
gene-YAR031W	12.8063938397939	11.2531764009478	6.35750112258745	5.99999915942468
gene-YAR033W	10.110310926153	6.9662520577296	0	1.71428547412134
gene-YAR035W	5996.76242066558	1455.94668006549	244.763793219617	92.5714156025521
gene-YAR035C-A	9.43629019774285	3.75105880031594	0	0
gene-YAR042W	899.817672427621	457.629173638545	254.300044903498	187.714259416286
gene-YAR050W	105.821254360402	73.9494449205143	19.0725033677623	11.1428555817887
gene-YAR061W	7.41422801251224	9.10971422933871	3.17875056129372	0.857142737060668
gene-YAR064W	1.34804145682041	2.67932771451139	0	3.42857094824267
gene-YAR066W	0.674020728410203	1.07173108580455	0	1.71428547412134
gene-YAR068W	9.43629019774285	54.6582853760323	9.53625168388117	5.14285642236401
gene-YAR071W	37.7451607909714	19.291159544482	6.35750112258745	17.1428547412134
gene-YBL113C	146.262498065014	123.784940410426	34.9662561742309	35.1428522194874
gene-YBL112C	0	0	0	0
gene-YBL111C	0.674020728410203	0.535865542902277	0	0
gene-YBL108C-A	2.02206218523061	0	0	0
gene-YNCB0001W	0.674020728410203	0	0	0.857142737060668
gene-YBL107C	175.919410115063	193.983326530624	130.328773013043	109.714270343765
gene-YBL106C	179.289513757114	109.316570752065	44.5025078581121	63.4285625424894
gene-YBL105C	1363.54393357384	818.266684011777	410.05882240689	359.999949565481
gene-YBL104C	146.936518793424	180.586687958067	174.831280871155	191.142830364529
gene-YBL103C	381.495732280175	199.877847502549	178.010031432448	218.57139795047
gene-YBL102W	545.956790012265	446.375997237597	146.222525819511	209.142827842803
gene-YBL101C	568.873494778212	293.118451967546	136.68627413563	115.71426950319
gene-YBL100W-C	12.1323731113837	7.50211760063188	3.17875056129372	1.71428547412134
gene-YBL100W-A	0	0	0	0
gene-YBL100W-B	13.4804145682041	6.43038651482733	25.4300044903498	25.71428211182
gene-YNCB0002W	0	0.535865542902277	0	0
gene-YBL099W	7058.34506791165	9569.48686514887	902.765159407417	1019.99985710219
gene-YBL098W	90.9927983353774	163.974856128097	82.6475145936368	111.428555817887
gene-YBL097W	19.5466011238959	43.4051089750845	19.0725033677623	18.8571402153347
gene-YBL095W	291.850975401618	356.350586030014	877.335154917067	876.857020013063
gene-YBL093C	201.532197794651	148.970620926833	2056.65161315704	1613.14263114818
gene-YBL092W	1337.25712516584	2262.96018767632	13185.4573282464	15415.7121260361
gene-YBL091C-A	72.1202179398917	127.535999210742	38.1450067355247	52.2857069607007
gene-YBL091C	951.043247786797	1215.34305130236	794.687640323431	926.571298762582
gene-YBL090W	230.51508911629	471.561677754004	247.94254378091	234.857109954623
gene-YBL089W	43.137326618253	43.4051089750845	225.691289851854	205.71425689456
gene-YBL088C	383.517794465406	239.531897677318	206.618786484092	256.28567838114
gene-YBL087C	206.924363621932	473.169274382711	4002.0469566688	4429.71366512953
gene-YBL086C	455.638012405297	317.232401398148	184.367532555036	168.857119200952
gene-YBL085W	148.958580978655	191.303998816113	184.367532555036	174.857118360376
gene-YBL084C	361.949131156279	204.70063738867	467.276332510177	320.57138366069
gene-YBL082C	139.522290780912	251.320939621168	305.160053884197	337.714238401903
gene-YBL081W	22.2426840375367	29.4726048596252	737.470130220144	633.428482687834
gene-YBL080C	43.137326618253	83.5950246927553	19.0725033677623	58.2857061201254
gene-YBL079W	198.83611488101	242.211225391829	635.750112258744	629.999911739591
gene-YBL078C	3252.15001457923	1328.94654639765	228.870040413148	116.571412240251
gene-YBL076C	258.149938981108	511.215727928773	3089.7455455775	2566.28535475964
gene-YBL075C	15948.6784756422	1641.35615790968	956.80391894941	329.999953768357
gene-YBL074C	129.411979854759	52.5148232044232	120.792521329161	81.4285600207634
gene-YNCB0003W	2.69608291364081	4.28692434321822	3.17875056129372	6.85714189648534
gene-YBL072C	1294.793819276	1821.40698032484	5772.6110193094	5801.99918716366
gene-YBL071C-B	4.71814509887142	4.8227898861205	31.7875056129372	31.7142812712447
gene-YBL071W-A	218.382716004906	88.4178145788757	680.252620116857	682.285618700292
gene-YBL071C	94.3629019774285	47.6920333183027	279.730049393848	321.42852639775
gene-YBL069W	90.9927983353774	102.350318694335	747.006381904025	713.999899971536
gene-YBL068W	192.095907596908	279.185947852086	988.591424562348	998.571288675678
gene-YBL067C	670.650624768152	362.245107001939	289.266301077729	296.571387022991
gene-YBL066C	341.054488575563	439.94561072277	212.976287606679	179.14283204568
gene-YBL064C	7733.03981705026	3843.22767369513	492.706337000527	521.999926869947
gene-YBL063W	47.8554717171244	62.1604029766642	28.6087550516435	41.1428513789121
gene-YBL061C	105.821254360402	99.1351254369213	451.382579703709	459.428507064518
gene-YBL060W	107.169295817222	101.814453151433	158.937528064686	162.857120041527
gene-YBL059C-A	148.284560250245	301.692300653982	44.5025078581121	83.1428454948848
gene-YBL059W	25.6127876795877	54.6582853760323	63.5750112258744	53.9999924348221
gene-YBL058W	1825.24813253483	1397.53733588914	400.522570723009	483.428503702217
gene-YBL057C	114.583523829735	198.806116416745	228.870040413148	305.142814393598
gene-YBL056W	322.855928908487	734.671659319022	629.392611136157	564.85706372298
gene-YBL055C	195.466011238959	148.970620926833	343.305060619722	269.99996217411
gene-YBL054W	204.902301436702	107.173108580455	1271.50022451749	954.857009085584
gene-YBL052C	50.5515546307652	47.6920333183027	123.971271890455	106.285699395523
gene-YBL051C	372.733462810842	467.810618953688	225.691289851854	178.285689308619
gene-YBL050W	1468.69116720583	979.026346882461	530.851343736052	511.714214025219
gene-YBL049W	1554.29179971393	379.392804374812	419.595074090771	254.571392907018
gene-YBL048W	392.954084663148	108.24483966626	101.720017961399	88.2857019172488
gene-YBL047C	1616.30170672767	1227.66795878912	279.730049393848	265.714248488807
gene-YBL046W	142.892394422963	152.721679727149	133.507523574336	124.285696873797
gene-YBL045C	5089.53052022544	5357.58369793697	638.928862820038	647.999909217865
gene-YBL044W	1.34804145682041	0.535865542902277	3.17875056129372	5.99999915942468
gene-YBL043W	69.4241350262509	89.4895456646803	120.792521329161	76.2857035983994
gene-YBL042C	238.603337857212	107.173108580455	2876.76925797082	1958.57115418363
gene-YBL041W	1668.20130281525	1600.0945111062	667.537617871682	773.999891565783
gene-YBL040C	219.056736733316	285.080468824012	270.193797709966	311.999956290083
gene-YBL039W-B	180.637555213934	112.531764009478	9.53625168388117	11.1428555817887
gene-YBL039C	31.0049535068693	79.308100349537	4316.74326223688	3748.2851891663
gene-YBL038W	292.524996130028	498.354954899118	371.913815671366	383.142803466119
gene-YBL037W	175.245389386653	159.152066241976	82.6475145936368	108.857127606705
gene-YBL036C	366.667276255151	303.835762825591	791.508889762137	886.285590120731
gene-YBL035C	22.2426840375367	79.8439658924393	54.0387595419933	37.7142804306694
gene-YBL034C	79.534445952404	78.2363692637325	66.7537617871682	119.999983188494
gene-YBL033C	412.500685787044	406.186081519926	1246.07022002714	872.57130632776
gene-YBL032W	96.3849641626591	154.865141898758	327.411307813253	322.285669134811
gene-YBL031W	2.69608291364081	13.3966385725569	9.53625168388117	26.5714248488807
gene-YBL030C	1599.45118851741	4352.2999394523	1293.75147844654	1271.14267906097
gene-YBL029C-A	1131.00678227232	904.541036419044	238.406292097029	173.999975623316
gene-YBL029W	305.331389969822	219.169007047031	1462.22525819511	1042.28556826577
gene-YBL028C	35.7230986057408	43.9409745179867	1665.66529411791	1685.99976379833
gene-YBL027W	1691.79202830961	2611.8086561057	11338.6032521347	12731.1410735621
gene-YBL026W	418.566872342736	376.177611117399	568.996350471576	506.571357602855
gene-YBL025W	76.8383630387632	53.5865542902277	178.010031432448	160.285691830345
gene-YBL024W	77.5123837671734	155.40100744166	2307.77290749924	1857.42831121047
gene-YBL023C	94.3629019774285	175.228032529045	330.590058374547	195.428544049832
gene-YBL022C	545.956790012265	875.068431559419	238.406292097029	241.714251851108
gene-YBL021C	29.6569120500489	75.0211760063188	114.435020206574	114.857126766129
gene-YBL020W	127.389917669528	135.038116811374	244.763793219617	292.285673337688
gene-YBL019W	200.858177066241	195.590923159331	133.507523574336	101.142842973159
gene-YBL018C	17.5245389386653	28.4008737738207	79.4687640323431	80.5714172837028
gene-YBL017C	740.748780522813	696.62520577296	206.618786484092	204.8571141575
gene-YBL016W	28.3088705932285	16.0759662870683	3.17875056129372	4.28571368530334
gene-YBL015W	3426.04736250906	2203.47911241416	263.836296587379	159.428549093284
gene-YNCB0004W	0	0	0	0
gene-YNCB0005C	0	0	0	0
gene-YBL014C	86.9486739649162	88.4178145788757	505.421339245702	503.142786654612
gene-YBL013W	13.4804145682041	12.3249074867524	12.7150022451749	13.7142837929707
gene-YBL011W	132.1080627684	140.396772240397	441.846328019827	401.999943681453
gene-YBL010C	24.9387669511775	78.2363692637325	60.3962606645807	72.8571326501568
gene-YBL009W	60.6618655569183	152.721679727149	114.435020206574	112.285698554947
gene-YBL008W-A	0.674020728410203	1.07173108580455	3.17875056129372	0
gene-YBL008W	33.7010364205102	37.5105880031594	98.5412674001054	108.857127606705
gene-YBL007C	1268.507010868	1032.07703562979	362.377563987484	373.714233358451
gene-YBL006C	283.762726660696	324.198653455878	289.266301077729	286.285674178263
gene-YBL005W	123.345793299067	101.814453151433	155.758777503392	152.571407196799
gene-YBL005W-A	0	0	0	0
gene-YBL005W-B	5.39216582728163	2.67932771451139	3.17875056129372	2.571428211182
gene-YNCB0006W	0	0	0	0
gene-YBL004W	190.073845411677	174.692166986142	1459.04650763382	1258.28553800506
gene-YBL003C	71.4461972114815	1683.68953579896	57.217510103287	1540.28549849802
gene-YBL002W	51.2255753591754	1086.73532100582	216.155038167973	1846.28545562868
gene-YBL001C	1408.70332237732	939.908162250594	155.758777503392	136.285695192646
gene-YBR001C	376.777587181304	240.06776322022	200.261285361505	207.428542368682
gene-YBR002C	62.0099070137387	53.5865542902277	464.097581948883	573.428491093587
gene-YBR003W	49.877533902355	105.565511951749	63.5750112258744	74.5714181242781
gene-YBR004C	760.969402375119	342.418081914555	327.411307813253	281.142817755899
gene-YBR005W	806.128791178603	492.996299470095	238.406292097029	243.42853732523
gene-YBR006W	558.763183852059	438.338014094063	69.9325123484619	71.1428471760354
gene-YBR007C	45.1593888034836	62.1604029766642	171.652530309861	154.28569267092
gene-YBR008C	168.505182102551	152.721679727149	200.261285361505	158.571406356224
gene-YBR009C	280.392623018645	2359.95185094163	406.880071845596	2171.14255297467
gene-YBR010W	560.111225308879	3074.79648517327	2473.06793668652	4087.71371304232
gene-YBR011C	2241.79294269234	3513.13449926733	2479.4254378091	2855.14245714908
gene-YBR012W-A	0	0	0	0
gene-YBR012W-B	4.71814509887142	1.60759662870683	3.17875056129372	2.571428211182
gene-YBR013C	16.8505182102551	9.64557977224099	73.1112629097556	48.8571360124581
gene-YNCB0007W	0	0	0	0
gene-YBR014C	235.233234215161	262.574116022116	511.778840368289	477.428504542792
gene-YBR015C	394.976146848379	501.570148156532	788.330139200843	680.57133322617
gene-YBR016W	1196.38679292811	789.329944695054	279.730049393848	295.71424428593
gene-YBR017C	310.049535068694	340.810485285848	1020.37893017528	937.714154344371
gene-YBR018C	16.1764974818449	8.57384868643644	3.17875056129372	6.85714189648534
gene-YBR019C	3.37010364205102	2.14346217160911	0	4.28571368530334
gene-YNCB0008W	12.1323731113837	6.9662520577296	25.4300044903498	17.999997478274
gene-YBR020W	0	0	0	0
gene-YBR021W	88.9707361501468	43.4051089750845	1554.40902447263	1471.71407953317
gene-YBR022W	66.0540313841999	79.8439658924393	130.328773013043	113.999984029069
gene-YBR023C	121.323731113837	106.101377494651	543.566345981227	434.571367689759
gene-YBR024W	189.399824683267	277.57835122338	92.1837662775179	70.2857044389748
gene-YBR025C	4122.3107749568	3584.94048201623	4977.92337898597	4869.42788924165
gene-YBR026C	8379.42569559565	4180.82296572357	553.102597665108	330.857096505418
gene-YBR027C	43.137326618253	12.3249074867524	28.6087550516435	10.285712844728
gene-YBR028C	22.2426840375367	32.1519325741366	505.421339245702	407.142800103817
gene-YBR029C	788.604252239938	753.962818863504	648.465114503919	575.999919304769
gene-YBR030W	99.0810470762999	122.713209324622	381.450067355247	343.714237561328
gene-YBR031W	617.402987223746	1361.09847897178	3277.29182869383	3212.57097850338
gene-YBR032W	4.71814509887142	3.75105880031594	6.35750112258745	19.7142829523954
gene-YBR033W	82.2305288660448	137.717444525885	76.2900134710493	161.142834567406
gene-YBR034C	90.9927983353774	73.413579377612	2244.19789627337	1444.28551194723
gene-YBR035C	1126.96265790186	1069.05175809004	464.097581948883	460.285649801579
gene-YNCB0009C	0.674020728410203	1.07173108580455	6.35750112258745	2.571428211182
gene-YNCB0010W	562.80730822252	753.962818863504	178.010031432448	167.999976463891
gene-YBR036C	2440.62905757335	1724.41531705953	737.470130220144	678.857047752049
gene-YBR037C	44.4853680750734	145.755427669419	54.0387595419933	61.7142770683681
gene-YBR038W	268.260249907261	324.198653455878	28.6087550516435	54.8571351718827
gene-YBR039W	5275.56024126666	5081.6129433423	600.783856084514	651.428480166108
gene-YBR040W	0	0.535865542902277	0	0.857142737060668
gene-YBR041W	99.0810470762999	103.957915323042	181.188781993742	206.571399631621
gene-YBR042C	15.5024767534347	29.4726048596252	98.5412674001054	113.999984029069
gene-YBR043C	601.226489741901	277.57835122338	368.735065110072	349.714236720752
gene-YBR044C	144.914456608194	130.215326925253	117.613770767868	114.857126766129
gene-YNCB0011C	0	0.535865542902277	0	0
gene-YBR045C	351.838820230126	130.751192468156	44.5025078581121	41.1428513789121
gene-YBR046C	2500.61690240185	1951.08644170719	232.048790974442	272.571390385292
gene-YBR047W	281.740664475465	432.97935866504	79.4687640323431	99.4285574990375
gene-YBR048W	796.01848025245	1201.41054718691	6011.01731140643	6413.14195868792
gene-YBR049C	296.569120500489	376.177611117399	251.121294342204	228.857110795198
gene-YBR050C	3287.87311318497	1473.09437743836	184.367532555036	89.9999873913701
gene-YBR052C	341.728509303973	637.67999605371	34.9662561742309	93.4285583396128
gene-YBR053C	1737.6254378415	1497.20832686896	108.077519083987	112.285698554947
gene-YBR054W	7658.89753692514	2936.00730956158	2523.92794566722	2474.57108189415
gene-YBR055C	74.8163008535326	94.8482010937031	416.416323529478	324.857097345993
gene-YNCB0012W	0	0	3.17875056129372	0
gene-YBR056W	2507.35710968596	1724.41531705953	158.937528064686	138.857123403828
gene-YNCB0013W	0	0	0	0
gene-YBR056W-A	907.905921168544	426.548972150213	79.4687640323431	82.2857027578241
gene-YBR057C	531.80235471565	349.384333972285	435.48882689724	332.571381979539
gene-YBR058C	903.187776069672	566.945744390609	381.450067355247	365.142805987844
gene-YBR058C-A	384.191815193816	376.177611117399	356.020062864897	309.428528078901
gene-YBR059C	1438.36023442737	900.254112075826	171.652530309861	183.428545730983
gene-YBR060C	91.6668190637876	145.219562126517	305.160053884197	287.142816915324
gene-YBR061C	82.904549594455	86.2743524072666	940.910166142942	791.142746306996
gene-YBR062C	606.618655569183	509.072265757163	190.725033677623	192.85711583865
gene-YBR063C	82.2305288660448	58.4093441763482	527.672593174758	587.999917623618
gene-YBR065C	125.367855484298	66.9831928627847	432.310076335946	344.571380298388
gene-YBR066C	93.0148605206081	208.451696188986	89.0050157162242	92.5714156025521
gene-YBR067C	21714.2517864631	6607.22214398508	1331.89648518207	588.857060360679
gene-YBR068C	4348.10771897422	1232.49074867524	5457.91471374132	3122.57099111201
gene-YBR069C	5.39216582728163	2.14346217160911	15.8937528064686	9.42857010766735
gene-YNCB0014W	8.76226946933264	3.21519325741366	50.8600089806996	23.142853900638
gene-YBR070C	81.5565081376346	202.021309674159	9.53625168388117	17.1428547412134
gene-YBR071W	709.743827015944	769.50291960767	60.3962606645807	77.1428463354601
gene-YBR072W	84371.2186994756	49111.5411414508	4590.11581050813	2801.99960745132
gene-YBR072C-A	1.34804145682041	0	0	2.571428211182
gene-YBR073W	20.2206218523061	31.0802014883321	28.6087550516435	13.7142837929707
gene-YBR074W	113.909503101324	125.928402582035	492.706337000527	418.285655685606
gene-YBR076W	192.769928325318	79.308100349537	9.53625168388117	13.7142837929707
gene-YBR077C	476.532654986014	346.169140714871	219.333788729267	173.142832886255
gene-YBR078W	2469.61194889498	4535.03008958197	1811.88781993742	1939.71401396829
gene-YBR079C	734.682593967122	969.916632653122	2851.33925348047	2260.28539762898
gene-YBR080C	142.892394422963	267.932771451139	371.913815671366	305.999957130658
gene-YBR081C	357.230986057408	407.793678148633	244.763793219617	270.857104911171
gene-YNCB0015W	0	0	0	0
gene-YNCB0016W	0	0	0	0
gene-YBR082C	798.040542437681	2368.52569962807	2260.09164907984	2022.85685946318
gene-YBR083W	255.453856067467	133.966385725569	114.435020206574	86.5714164431274
gene-YBR084W	78.8604252239938	333.308367685216	1401.82899753053	1307.14267401752
gene-YBR084C-A	1874.45164570878	2251.17114573247	8000.9151627763	8860.28447299612
gene-YBR085W	1.34804145682041	3.21519325741366	25.4300044903498	13.7142837929707
gene-YBR085C-A	10711.537415895	6877.29837760783	1198.38896160773	971.142721089737
gene-YBR086C	663.23639675564	551.941509189346	343.305060619722	349.714236720752
gene-YBR087W	52.5736168159959	215.417948246715	85.8262651549305	121.714268662615
gene-YBR088C	27.6348498648183	240.603628763123	28.6087550516435	65.1428480166108
gene-YBR089C-A	687.501142978407	644.64624811144	57.217510103287	59.1428488571861
gene-YBR090C	26.2868084079979	17.1476973728729	3.17875056129372	3.42857094824267
gene-YBR091C	20.2206218523061	31.0802014883321	82.6475145936368	107.142842132583
gene-YBR092C	50.5515546307652	117.890419438501	60.3962606645807	65.9999907536714
gene-YBR093C	120.649710385426	92.704738922094	54.0387595419933	30.857138534184
gene-YBR094W	165.1350784605	141.468503326201	95.3625168388117	89.9999873913701
gene-YBR095C	212.316529449214	255.607863964386	267.015047148673	274.285675859414
gene-YBR096W	34.3750571489204	90.5612767504849	158.937528064686	239.999966376987
gene-YBR097W	196.814052695779	152.721679727149	34.9662561742309	50.5714214865794
gene-YBR098W	82.2305288660448	87.8819490359735	63.5750112258744	55.7142779089434
gene-YBR101C	4382.48277612314	8771.58307176738	616.677608890982	809.14274378527
gene-YBR102C	159.742912633218	172.012839271631	152.580026942099	155.999978145042
gene-YBR103W	314.767680167565	309.730283797516	174.831280871155	167.14283372683
gene-YBR104W	158.394871176398	116.818688352696	387.807568477834	486.857074650459
gene-YBR105C	159.742912633218	148.970620926833	5476.98721710908	3871.71374330304
gene-YBR106W	192.095907596908	756.106281035113	2673.32922204802	2698.28533626698
gene-YBR107C	38.4191815193816	39.6540501747685	101.720017961399	121.714268662615
gene-YBR108W	405.086457774532	307.050956083005	162.11627862598	132.857124244404
gene-YBR109C	1962.0743404021	1769.42802266332	870.97765379448	983.142719408586
gene-YBR110W	173.223327201422	234.173242248295	149.401276380805	137.142837929707
gene-YBR111C	902.513755341262	861.13592744396	216.155038167973	257.999963855261
gene-YBR111W-A	147.610539521835	145.755427669419	197.082534800211	182.571402993922
gene-YBR112C	103.799192175171	170.941108185826	384.62881791654	390.857088099665
gene-YBR114W	114.583523829735	82.5232936069507	1223.81896609808	937.714154344371
gene-YBR115C	452.267908763246	375.641745574496	575.353851594164	517.714213184643
gene-YBR117C	1374.3282652284	603.920466850867	193.903784238917	162.857120041527
gene-YBR118W	5608.5264811013	7641.97850732938	9768.30047485561	9583.71294307533
gene-YBR119W	343.750571489204	294.726048596252	397.343820161715	389.142802625543
gene-YBR120C	241.973441499263	272.755561337259	111.25626964528	112.285698554947
gene-YBR121C	1062.93068870289	1935.54634096303	3255.04057476477	2678.57105331459
gene-YBR122C	190.747866140088	502.106013699434	292.445051639022	340.285666613085
gene-YBR123C	221.078798918547	205.772368474474	139.865024696924	138.857123403828
gene-YBR125C	303.309327784591	213.274486075106	114.435020206574	138.857123403828
gene-YBR126C	4110.17840184542	3009.95675448209	314.696305568079	227.142825321077
gene-YBR126W-A	610.662779939644	681.620970571697	276.551298832554	274.285675859414
gene-YBR127C	4805.76779356475	3371.13013039823	2466.71043556393	2315.14253280086
gene-YBR128C	210.294467263983	140.932637783299	12.7150022451749	30.857138534184
gene-YBR129C	494.057193924679	232.565645619588	203.440035922798	206.571399631621
gene-YBR130C	60.6618655569183	129.143595839449	228.870040413148	294.85710154887
gene-YBR131W	14.8284560250245	23.0422183447979	152.580026942099	133.714266981464
gene-YBR132C	431.37326618253	294.726048596252	25.4300044903498	33.428566745366
gene-YBR133C	93.6888812490183	95.3840666366054	209.797537045386	249.428536484654
gene-YBR135W	138.848270052502	162.36725949939	241.585042658323	287.999959652384
gene-YBR136W	101.10310926153	85.2026213214621	73.1112629097556	53.1428496977614
gene-YBR137W	493.383173196269	611.958449994401	63.5750112258744	125.142839610858
gene-YBR138C	206.250342893522	161.831393956488	22.2512539290561	17.999997478274
gene-YBR139W	2222.24634156844	1271.0730677642	123.971271890455	74.5714181242781
gene-YBR140C	1141.11709319847	643.574517025635	178.010031432448	171.428547412134
gene-YBR141C	45.8334095318938	63.767999605371	435.48882689724	311.142813553022
gene-YBR142W	126.715896941118	128.607730296547	1417.722750337	1083.42841964468
gene-YBR143C	679.412894237485	1067.98002700424	4157.80573417219	3591.4280682842
gene-YBR144C	3.37010364205102	0	0	1.71428547412134
